chr,start,end,arm,gc,map,filtered.bases
chr5,78000001,79000000,5q,0.403483,0.961302499924379,0
chr5,79000001,80000000,5q,0.416213,0.960623883352119,2347
chr5,80000001,81000000,5q,0.389779,0.964257780129558,0
chr5,81000001,82000000,5q,0.390731,0.961841821287437,0
chr5,82000001,83000000,5q,0.370128,0.963765436096287,0
chr5,83000001,84000000,5q,0.358484,0.968904525140298,0
chr5,84000001,85000000,5q,0.341959,0.973315281718289,0
chr5,85000001,86000000,5q,0.350075,0.960167962821759,0
chr5,86000001,87000000,5q,0.36476,0.968483700568742,0
chr5,87000001,88000000,5q,0.369758,0.968639372845062,0
chr5,88000001,89000000,5q,0.360638,0.974597396158122,0
chr5,89000001,90000000,5q,0.3665,0.956298888511003,0
chr5,90000001,91000000,5q,0.377196,0.974519439066997,0
chr5,91000001,92000000,5q,0.330906,0.965993631512677,0
chr5,92000001,93000000,5q,0.3721,0.964201862402725,0
chr5,93000001,94000000,5q,0.365375,0.974315012224748,3463
chr5,94000001,95000000,5q,0.373168,0.979133197907705,0
chr5,95000001,96000000,5q,0.391415,0.973161996513907,0
chr5,96000001,97000000,5q,0.381498,0.968313494744837,194
chr5,97000001,98000000,5q,0.366477,0.940596832614458,0
chr5,98000001,99000000,5q,0.371905,0.915368125350981,0
chr5,99000001,100000000,5q,0.354231,0.895878479399712,9108
chr5,100000001,101000000,5q,0.350131,0.946684821470607,0
chr5,101000001,102000000,5q,0.359754,0.955597884839639,0
chr5,102000001,103000000,5q,0.366683,0.974885976505853,0
chr5,103000001,104000000,5q,0.355403,0.964553346094175,143
chr5,104000001,105000000,5q,0.342717,0.970517267404709,0
chr5,105000001,106000000,5q,0.344629,0.979916133370845,160
chr5,106000001,107000000,5q,0.366455,0.970440525388597,0
chr5,107000001,108000000,5q,0.375788,0.983381113795097,0
chr5,108000001,109000000,5q,0.376868,0.955905396956163,0
chr5,109000001,110000000,5q,0.371054,0.976578090815185,0
chr5,110000001,111000000,5q,0.374999,0.945086555325798,0
chr5,111000001,112000000,5q,0.392361,0.965989503717872,0
chr5,112000001,113000000,5q,0.400774,0.980173141875651,0
chr5,113000001,114000000,5q,0.379041,0.967241610032042,0
chr5,114000001,115000000,5q,0.389147,0.961670044488608,0
chr5,115000001,116000000,5q,0.388364,0.97210990237897,0
chr5,116000001,117000000,5q,0.370731,0.970042971737007,0
chr5,117000001,118000000,5q,0.363142,0.969692099293078,0
chr5,118000001,119000000,5q,0.386117,0.972869857757991,0
chr5,119000001,120000000,5q,0.361577,0.949151516104526,0
chr5,120000001,121000000,5q,0.351056,0.957831148769306,0
chr5,121000001,122000000,5q,0.376496,0.95157378779643,0
chr5,122000001,123000000,5q,0.385637,0.974522929946402,447
chr5,123000001,124000000,5q,0.383566,0.971424390481571,1460
chr5,124000001,125000000,5q,0.381824,0.978558295756882,0
chr5,125000001,126000000,5q,0.384218,0.969538038333639,0
chr5,126000001,127000000,5q,0.402057,0.956815331450003,0
chr5,127000001,128000000,5q,0.377673,0.96829023779353,0
chr5,128000001,129000000,5q,0.363439,0.961704699750334,0
chr5,129000001,130000000,5q,0.363275,0.968545241553188,0
chr5,130000001,131000000,5q,0.385149,0.939694680307934,0
chr5,131000001,132000000,5q,0.431837,0.963264303303037,0
chr5,132000001,133000000,5q,0.44742,0.971170816252917,0
chr5,133000001,134000000,5q,0.46398,0.984569228575505,0
chr5,134000001,135000000,5q,0.455375,0.986027123168798,5219
chr5,135000001,136000000,5q,0.419687,0.977073424634597,0
chr5,136000001,137000000,5q,0.418385,0.957948353491289,0
chr5,137000001,138000000,5q,0.434006,0.976582795032073,0
chr5,138000001,139000000,5q,0.425799,0.966692901269763,0
chr5,139000001,140000000,5q,0.4587,0.981102643285737,0
chr5,140000001,141000000,5q,0.416659,0.967733966110472,0
chr5,141000001,142000000,5q,0.463295,0.983054662703732,0
chr5,142000001,143000000,5q,0.412484,0.989639213357558,186
chr5,143000001,144000000,5q,0.383587,0.967635904262623,0
chr5,144000001,145000000,5q,0.370098,0.949999298733745,0
chr5,145000001,146000000,5q,0.403301,0.975974150214739,122
chr5,146000001,147000000,5q,0.393979,0.978222290719741,0
chr5,147000001,148000000,5q,0.375313,0.947021810794394,0
chr5,148000001,149000000,5q,0.430777,0.979286408956825,0
chr5,149000001,150000000,5q,0.486289,0.988861461625374,0
chr5,150000001,151000000,5q,0.439556,0.977324233915858,65
chr5,151000001,152000000,5q,0.405351,0.960492986880077,0
chr5,152000001,153000000,5q,0.384037,0.928483982138393,0
chr5,153000001,154000000,5q,0.429379,0.982096011700669,0
chr5,154000001,155000000,5q,0.418733,0.972112694087141,238
chr5,155000001,156000000,5q,0.365136,0.97228345602661,0
chr5,156000001,157000000,5q,0.41865,0.964329624072929,169
chr5,157000001,158000000,5q,0.413872,0.97481332200097,46
chr5,158000001,159000000,5q,0.403819,0.985813183065643,0
chr5,159000001,160000000,5q,0.433409,0.986578665773332,0
chr5,160000001,161000000,5q,0.384078,0.960105686317338,683
chr5,161000001,162000000,5q,0.358163,0.963200070305567,0
chr5,162000001,163000000,5q,0.373215,0.958457735088433,0
chr5,163000001,164000000,5q,0.365383,0.97607343055393,0
chr5,164000001,165000000,5q,0.357569,0.985205404166211,0
chr5,165000001,166000000,5q,0.367617,0.979255511558181,52
chr5,166000001,167000000,5q,0.382069,0.98307318016926,0
chr5,167000001,168000000,5q,0.425647,0.983702805618483,0
chr5,168000001,169000000,5q,0.434213,0.983713925900717,0
chr5,169000001,170000000,5q,0.441749,0.980292367563892,0
chr5,170000001,171000000,5q,0.424663,0.9647320189775,0
chr5,171000001,172000000,5q,0.453939,0.989181369609536,0
chr5,172000001,173000000,5q,0.469688,0.982989079558474,0
chr5,173000001,174000000,5q,0.44308,0.982894682804844,0
chr5,174000001,175000000,5q,0.42813,0.980264271454576,435
chr5,175000001,176000000,5q,0.464382,0.832215910556346,0
chr5,176000001,177000000,5q,0.502719,0.982951494032779,0
chr5,177000001,178000000,5q,0.480254,0.803468339214441,0
chr5,178000001,179000000,5q,0.479307,0.965429891181125,0
chr5,179000001,180000000,5q,0.480096,0.96607622035117,29
chr6,1000001,2000000,6p,0.440935,0.980382625324113,0
chr6,2000001,3000000,6p,0.420921,0.974717662355486,0
chr6,3000001,4000000,6p,0.457806,0.97800172493166,0
chr6,4000001,5000000,6p,0.422383,0.973548128200121,120
chr6,5000001,6000000,6p,0.428351,0.976917938380535,26
chr6,6000001,7000000,6p,0.428226,0.960099202653601,0
chr6,7000001,8000000,6p,0.436801,0.982893421867528,0
chr6,8000001,9000000,6p,0.384748,0.976958818536166,0
chr6,9000001,10000000,6p,0.373612,0.965064572205111,0
chr6,10000001,11000000,6p,0.420439,0.981173479852484,0
chr6,11000001,12000000,6p,0.412739,0.984514579119862,0
chr6,12000001,13000000,6p,0.397482,0.982902297427714,0
chr6,13000001,14000000,6p,0.421373,0.988023998469738,0
chr6,14000001,15000000,6p,0.435144,0.984137544596486,0
chr6,15000001,16000000,6p,0.43178,0.98405197284874,73
chr6,16000001,17000000,6p,0.419661,0.976150709322895,63
chr6,17000001,18000000,6p,0.41618,0.982942416978389,0
chr6,18000001,19000000,6p,0.396659,0.977524221650078,0
chr6,19000001,20000000,6p,0.386174,0.957109986381107,0
chr6,20000001,21000000,6p,0.4016,0.984804896263929,0
chr6,21000001,22000000,6p,0.415449,0.980777497048931,0
chr6,22000001,23000000,6p,0.377035,0.975600457594834,296
chr6,23000001,24000000,6p,0.370515,0.961771549573467,168
chr6,24000001,25000000,6p,0.407472,0.973426816272759,0
chr6,25000001,26000000,6p,0.395658,0.987424195048383,0
chr6,26000001,27000000,6p,0.412402,0.818069233145083,214
chr6,27000001,28000000,6p,0.41126,0.97571374522073,0
chr6,28000001,29000000,6p,0.411647,0.97589979925022,62
chr6,29000001,30000000,6p,0.417439,0.963861279365994,547
chr6,30000001,31000000,6p,0.458628,0.968225556559509,0
chr6,31000001,32000000,6p,0.48603,0.944605811054254,222
chr6,32000001,33000000,6p,0.432804,0.964890495936715,0
chr6,33000001,34000000,6p,0.500252,0.981564774770969,0
chr6,34000001,35000000,6p,0.467644,0.981154971873363,132
chr6,35000001,36000000,6p,0.461007,0.979544031430574,0
chr6,36000001,37000000,6p,0.462681,0.989460175272831,79
chr6,37000001,38000000,6p,0.454058,0.987996961928896,202
chr6,38000001,39000000,6p,0.403542,0.984039828551591,29
chr6,39000001,40000000,6p,0.440421,0.978141153144242,0
chr6,40000001,41000000,6p,0.454441,0.990740374177713,0
chr6,41000001,42000000,6p,0.471241,0.983155153601067,73
chr6,42000001,43000000,6p,0.455606,0.980147025478227,0
chr6,43000001,44000000,6p,0.491317,0.987269520281247,0
chr6,44000001,45000000,6p,0.447062,0.95769543952293,0
chr6,45000001,46000000,6p,0.397425,0.97102770221147,0
chr6,46000001,47000000,6p,0.393013,0.974834890824434,96
chr6,47000001,48000000,6p,0.387593,0.975255031887627,0
chr6,48000001,49000000,6p,0.356084,0.968605418222566,0
chr6,49000001,50000000,6p,0.362522,0.964115734676234,0
chr6,50000001,51000000,6p,0.366714,0.970073216473164,126
chr6,51000001,52000000,6p,0.381115,0.95489036796438,25
chr6,52000001,53000000,6p,0.420187,0.964494486666892,0
chr6,53000001,54000000,6p,0.400676,0.978949164777925,0
chr6,54000001,55000000,6p,0.359679,0.966646840769658,127
chr6,55000001,56000000,6p,0.352586,0.966607984237166,0
chr6,56000001,57000000,6p,0.380724,0.971470956750074,0
chr6,57000001,58000000,6p,0.377562,0.868411100577817,299
chr6,62000001,63000000,6q,0.337291,0.940818121977875,49533
chr6,63000001,64000000,6q,0.360493,0.959183147787932,0
chr6,64000001,65000000,6q,0.375824,0.960294356183762,0
chr6,65000001,66000000,6q,0.346004,0.966516472155841,0
chr6,66000001,67000000,6q,0.347035,0.957609522715353,0
chr6,67000001,68000000,6q,0.342219,0.963537772456011,86
chr6,68000001,69000000,6q,0.346909,0.972519957186109,0
chr6,69000001,70000000,6q,0.351315,0.976334844306682,0
chr6,70000001,71000000,6q,0.366343,0.959248598578525,58
chr6,71000001,72000000,6q,0.385497,0.946495137577982,32
chr6,72000001,73000000,6q,0.364864,0.97208648447806,0
chr6,73000001,74000000,6q,0.376791,0.960221397321101,0
chr6,74000001,75000000,6q,0.404003,0.940925564608369,265
chr6,75000001,76000000,6q,0.365984,0.94404735102032,0
chr6,76000001,77000000,6q,0.380107,0.967511129452721,0
chr6,77000001,78000000,6q,0.361964,0.948260751293707,0
chr6,78000001,79000000,6q,0.364564,0.938832819420097,0
chr6,79000001,80000000,6q,0.36764,0.954154823319221,0
chr6,80000001,81000000,6q,0.378457,0.965113850886118,0
chr6,81000001,82000000,6q,0.358798,0.935493096863307,0
chr6,82000001,83000000,6q,0.370598,0.951090928271715,62
chr6,83000001,84000000,6q,0.378526,0.956695353526845,0
chr6,84000001,85000000,6q,0.380862,0.952005967518116,72
chr6,85000001,86000000,6q,0.381726,0.956010928290587,0
chr6,86000001,87000000,6q,0.393135,0.917577047726814,0
chr6,87000001,88000000,6q,0.38559,0.933111907422649,0
chr6,88000001,89000000,6q,0.396226,0.977626237032465,0
chr6,89000001,90000000,6q,0.398254,0.951826585718465,0
chr6,90000001,91000000,6q,0.417389,0.980806138419887,0
chr6,91000001,92000000,6q,0.38514,0.980585351215567,0
chr6,92000001,93000000,6q,0.354395,0.980003256248485,0
chr6,93000001,94000000,6q,0.351422,0.975695512983577,0
chr6,94000001,95000000,6q,0.344654,0.971030351704564,0
chr6,95000001,96000000,6q,0.295302,0.952802959275876,0
chr6,96000001,97000000,6q,0.357123,0.966882986070524,0
chr6,97000001,98000000,6q,0.372279,0.980112021746409,0
chr6,98000001,99000000,6q,0.355576,0.96491964351489,0
chr6,99000001,100000000,6q,0.389845,0.969662173791786,27
chr6,100000001,101000000,6q,0.380814,0.950903880466111,70
chr6,101000001,102000000,6q,0.356474,0.966823430091233,0
chr6,102000001,103000000,6q,0.34017,0.968218873191799,0
chr6,103000001,104000000,6q,0.344119,0.966317967141604,0
chr6,104000001,105000000,6q,0.361426,0.955686907483462,26
chr6,105000001,106000000,6q,0.390545,0.96838578608926,122
chr6,106000001,107000000,6q,0.3998,0.979148562809529,0
chr6,107000001,108000000,6q,0.420206,0.978594975733878,0
chr6,108000001,109000000,6q,0.419697,0.967917487666536,0
chr6,109000001,110000000,6q,0.409656,0.958542117756988,0
chr6,110000001,111000000,6q,0.407914,0.968084710071847,0
chr6,111000001,112000000,6q,0.410312,0.97883190004665,0
chr6,112000001,113000000,6q,0.394842,0.973035009326588,0
chr6,113000001,114000000,6q,0.366713,0.959928488813268,0
chr6,114000001,115000000,6q,0.379424,0.983507466938793,325
chr6,115000001,116000000,6q,0.35639,0.938667029975942,0
chr6,116000001,117000000,6q,0.37607,0.967679578946456,0
chr6,117000001,118000000,6q,0.377941,0.956198647985003,357
chr6,118000001,119000000,6q,0.384042,0.96395102533326,0
chr6,119000001,120000000,6q,0.387763,0.981663616562453,0
chr6,120000001,121000000,6q,0.351337,0.968727407709168,447
chr6,121000001,122000000,6q,0.367503,0.944157381289451,0
chr6,122000001,123000000,6q,0.36537,0.975669128165307,0
chr6,123000001,124000000,6q,0.362958,0.96692409505593,0
chr6,124000001,125000000,6q,0.36013,0.980476890681905,59
chr6,125000001,126000000,6q,0.385448,0.957151515623553,0
chr6,126000001,127000000,6q,0.37301,0.964465934098748,0
chr6,127000001,128000000,6q,0.368348,0.967281742627673,0
chr6,128000001,129000000,6q,0.357192,0.984371047140405,0
chr6,129000001,130000000,6q,0.364221,0.963078071988752,0
chr6,130000001,131000000,6q,0.383888,0.974994071387379,0
chr6,131000001,132000000,6q,0.390079,0.966694168038536,0
chr6,132000001,133000000,6q,0.377277,0.975696636688932,0
chr6,133000001,134000000,6q,0.379165,0.964463872230884,222
chr6,134000001,135000000,6q,0.400056,0.988172719031236,267
chr6,135000001,136000000,6q,0.388962,0.985849190012178,0
chr6,136000001,137000000,6q,0.388223,0.972070906989142,0
chr6,137000001,138000000,6q,0.399312,0.986300459049871,238
chr6,138000001,139000000,6q,0.409663,0.980454313379949,0
chr6,139000001,140000000,6q,0.40647,0.976083135982266,0
chr6,140000001,141000000,6q,0.362747,0.982953667968296,0
chr6,141000001,142000000,6q,0.349458,0.973333864830788,70
chr6,142000001,143000000,6q,0.36892,0.955986331591165,0
chr6,143000001,144000000,6q,0.393963,0.984296088971669,0
chr6,144000001,145000000,6q,0.395567,0.984979798071137,257
chr6,145000001,146000000,6q,0.378624,0.974034907875833,0
chr6,146000001,147000000,6q,0.369733,0.967203900400535,0
chr6,147000001,148000000,6q,0.374976,0.989376424820857,0
chr6,148000001,149000000,6q,0.407263,0.973043913717401,0
chr6,149000001,150000000,6q,0.412858,0.987451237648066,0
chr6,150000001,151000000,6q,0.441372,0.974922428062429,128
chr6,151000001,152000000,6q,0.428221,0.982236129271129,0
chr6,152000001,153000000,6q,0.389394,0.976527541384274,276
chr6,153000001,154000000,6q,0.3671,0.978503951471784,0
chr6,154000001,155000000,6q,0.395155,0.983254799311851,0
chr6,155000001,156000000,6q,0.406449,0.988478632926368,0
chr6,156000001,157000000,6q,0.394932,0.962998215830686,0
chr6,157000001,158000000,6q,0.385582,0.9932805821715,27
chr6,158000001,159000000,6q,0.445329,0.977960385664812,0
chr6,159000001,160000000,6q,0.437878,0.978106212046122,0
chr6,160000001,161000000,6q,0.431526,0.96357866849212,0
chr6,161000001,162000000,6q,0.417514,0.945507538455385,0
chr6,162000001,163000000,6q,0.401622,0.988179577236246,0
chr6,163000001,164000000,6q,0.394638,0.983362583302993,0
chr6,164000001,165000000,6q,0.40937,0.983563876267906,0
chr6,165000001,166000000,6q,0.380837,0.958798227596142,0
chr6,166000001,167000000,6q,0.440663,0.983845211946585,0
chr6,167000001,168000000,6q,0.43262,0.942752543517398,0
chr6,168000001,169000000,6q,0.453036,0.977817063305623,0
chr6,169000001,170000000,6q,0.44,0.969559284270855,2176
chr6,170000001,171000000,6q,0.441328,0.902775969813088,116
chr7,1000001,2000000,7p,0.564585,0.971335095448722,323
chr7,2000001,3000000,7p,0.531666,0.97178102294242,0
chr7,3000001,4000000,7p,0.423295,0.983665871202502,90
chr7,4000001,5000000,7p,0.483905,0.964027722538852,0
chr7,5000001,6000000,7p,0.498655,0.922595261148183,0
chr7,6000001,7000000,7p,0.479255,0.891453967567467,0
chr7,7000001,8000000,7p,0.3862,0.953049445875052,0
chr7,8000001,9000000,7p,0.376528,0.972786087861684,0
chr7,9000001,10000000,7p,0.348824,0.966562505065915,0
chr7,10000001,11000000,7p,0.363813,0.966197734056434,0
chr7,11000001,12000000,7p,0.357327,0.988188607743886,0
chr7,12000001,13000000,7p,0.368359,0.972946403667592,0
chr7,13000001,14000000,7p,0.35714,0.968915866503147,0
chr7,14000001,15000000,7p,0.352807,0.967166409832323,0
chr7,15000001,16000000,7p,0.355406,0.980443548016269,0
chr7,16000001,17000000,7p,0.375502,0.978250171172337,0
chr7,17000001,18000000,7p,0.370103,0.977116238328519,0
chr7,18000001,19000000,7p,0.363722,0.986599166326299,0
chr7,19000001,20000000,7p,0.363115,0.948182670126941,0
chr7,20000001,21000000,7p,0.375346,0.973981309570767,0
chr7,21000001,22000000,7p,0.389561,0.98292292305004,0
chr7,22000001,23000000,7p,0.410234,0.961788757100319,0
chr7,23000001,24000000,7p,0.406224,0.95712590737015,0
chr7,24000001,25000000,7p,0.399919,0.973975428521926,0
chr7,25000001,26000000,7p,0.410669,0.967359026766653,0
chr7,26000001,27000000,7p,0.410249,0.975335670292744,0
chr7,27000001,28000000,7p,0.419847,0.974747317549381,124
chr7,28000001,29000000,7p,0.407156,0.987141221156191,0
chr7,29000001,30000000,7p,0.414991,0.957532420413932,0
chr7,30000001,31000000,7p,0.437985,0.965136853637078,0
chr7,31000001,32000000,7p,0.410523,0.974891354876419,0
chr7,32000001,33000000,7p,0.410955,0.908866447898115,0
chr7,33000001,34000000,7p,0.395805,0.96128311545379,104
chr7,34000001,35000000,7p,0.394526,0.935712016590965,0
chr7,35000001,36000000,7p,0.397719,0.892022741957871,0
chr7,36000001,37000000,7p,0.424924,0.975403103078465,97
chr7,37000001,38000000,7p,0.400757,0.970464887627182,0
chr7,38000001,39000000,7p,0.389883,0.976515433574846,0
chr7,39000001,40000000,7p,0.404812,0.954460617039986,28
chr7,40000001,41000000,7p,0.388502,0.969873571687151,0
chr7,41000001,42000000,7p,0.398134,0.995890955968823,0
chr7,42000001,43000000,7p,0.40007,0.978999196781679,0
chr7,43000001,44000000,7p,0.419911,0.974750149399756,175
chr7,44000001,45000000,7p,0.487361,0.942161583179402,0
chr7,45000001,46000000,7p,0.451644,0.915944041238689,177
chr7,46000001,47000000,7p,0.391571,0.982219566677435,0
chr7,47000001,48000000,7p,0.44904,0.984642968846892,0
chr7,48000001,49000000,7p,0.391921,0.964733311383329,102
chr7,49000001,50000000,7p,0.373113,0.970368009853677,0
chr7,50000001,51000000,7p,0.402831,0.977048503615493,0
chr7,51000001,52000000,7p,0.420717,0.948626843529264,0
chr7,52000001,53000000,7p,0.372423,0.983769298429426,0
chr7,53000001,54000000,7p,0.363609,0.977033359925398,0
chr7,54000001,55000000,7p,0.379616,0.955973521488286,0
chr7,55000001,56000000,7p,0.439431,0.934335779906661,0
chr7,56000001,57000000,7p,0.443442,0.831871207184848,17066
chr7,57000001,58000000,7p,0.428067,0.794879412018437,89478
chr7,62000001,63000000,7q,0.39313,0.812167272854237,390674
chr7,63000001,64000000,7q,0.430746,0.830296437862207,64001
chr7,64000001,65000000,7q,0.415521,0.848257951320728,51097
chr7,65000001,66000000,7q,0.435245,0.833725209963209,0
chr7,66000001,67000000,7q,0.44979,0.888959909823076,0
chr7,67000001,68000000,7q,0.436247,0.98950579967809,49
chr7,68000001,69000000,7q,0.436512,0.987725835739393,418
chr7,69000001,70000000,7q,0.403178,0.988219160735129,0
chr7,70000001,71000000,7q,0.442396,0.988998136071114,0
chr7,71000001,72000000,7q,0.437062,0.980606442356375,0
chr7,72000001,73000000,7q,0.463786,0.680106953284216,0
chr7,73000001,74000000,7q,0.513368,0.979272461953693,0
chr7,74000001,75000000,7q,0.458419,0.46294471206962,53
chr7,75000001,76000000,7q,0.48891,0.900653489255436,0
chr7,76000001,77000000,7q,0.421468,0.668221813074076,0
chr7,77000001,78000000,7q,0.396785,0.982420493299972,0
chr7,78000001,79000000,7q,0.361013,0.974676990947517,107
chr7,79000001,80000000,7q,0.35751,0.980560332481367,0
chr7,80000001,81000000,7q,0.365275,0.979020909095677,310
chr7,81000001,82000000,7q,0.350326,0.985516255010699,0
chr7,82000001,83000000,7q,0.355305,0.97273571412675,0
chr7,83000001,84000000,7q,0.347806,0.95736426259164,0
chr7,84000001,85000000,7q,0.345345,0.968143750966527,0
chr7,85000001,86000000,7q,0.345574,0.971764043985608,0
chr7,86000001,87000000,7q,0.373535,0.957707093451406,0
chr7,87000001,88000000,7q,0.371812,0.964599241054423,0
chr7,88000001,89000000,7q,0.355541,0.970353642971997,0
chr7,89000001,90000000,7q,0.36523,0.936477842733354,0
chr7,90000001,91000000,7q,0.383464,0.962885141509157,0
chr7,91000001,92000000,7q,0.382184,0.940686856773577,0
chr7,92000001,93000000,7q,0.383125,0.968487855422927,36
chr7,93000001,94000000,7q,0.365561,0.966171808165807,0
chr7,94000001,95000000,7q,0.370529,0.979780212684012,84
chr7,95000001,96000000,7q,0.386334,0.973019283756226,0
chr7,96000001,97000000,7q,0.390218,0.960090527454524,0
chr7,97000001,98000000,7q,0.429174,0.914632069591448,0
chr7,98000001,99000000,7q,0.470761,0.987336640440827,0
chr7,99000001,100000000,7q,0.466104,0.921690116844087,348
chr7,100000001,101000000,7q,0.492973,0.967621193892804,0
chr7,101000001,102000000,7q,0.495869,0.950828791538325,112
chr7,102000001,103000000,7q,0.436359,0.738395382403816,0
chr7,103000001,104000000,7q,0.381251,0.960939363212223,0
chr7,104000001,105000000,7q,0.402972,0.95552698411434,535
chr7,105000001,106000000,7q,0.434341,0.971576550229963,0
chr7,106000001,107000000,7q,0.396598,0.97110645661823,0
chr7,107000001,108000000,7q,0.393187,0.977909933290176,0
chr7,108000001,109000000,7q,0.372227,0.970728017025721,0
chr7,109000001,110000000,7q,0.353958,0.951825852237069,0
chr7,110000001,111000000,7q,0.362905,0.963604270349652,0
chr7,111000001,112000000,7q,0.385577,0.968442692893799,40
chr7,112000001,113000000,7q,0.377145,0.96197153369518,0
chr7,113000001,114000000,7q,0.359299,0.952869955416293,0
chr7,114000001,115000000,7q,0.357365,0.974128608806496,0
chr7,115000001,116000000,7q,0.35563,0.983591884150592,0
chr7,116000001,117000000,7q,0.393223,0.972144768156136,0
chr7,117000001,118000000,7q,0.371908,0.978838276235439,0
chr7,118000001,119000000,7q,0.345436,0.981698124770914,0
chr7,119000001,120000000,7q,0.347389,0.964089480642079,0
chr7,120000001,121000000,7q,0.363753,0.978317104821005,0
chr7,121000001,122000000,7q,0.371001,0.972341987787648,0
chr7,122000001,123000000,7q,0.365744,0.973546316635397,0
chr7,123000001,124000000,7q,0.37129,0.962924130648106,0
chr7,124000001,125000000,7q,0.360771,0.968202181749378,0
chr7,125000001,126000000,7q,0.348595,0.977879264259519,0
chr7,126000001,127000000,7q,0.374596,0.963194908072602,0
chr7,127000001,128000000,7q,0.433386,0.978583085467033,0
chr7,128000001,129000000,7q,0.455184,0.925706838957607,92
chr7,129000001,130000000,7q,0.440068,0.983388602019207,0
chr7,130000001,131000000,7q,0.374248,0.977662967459178,0
chr7,131000001,132000000,7q,0.443036,0.986178065250195,37
chr7,132000001,133000000,7q,0.426644,0.983312594422269,0
chr7,133000001,134000000,7q,0.387036,0.981304873380042,0
chr7,134000001,135000000,7q,0.415175,0.983318047380989,125
chr7,135000001,136000000,7q,0.403823,0.982288913450559,107
chr7,136000001,137000000,7q,0.366849,0.955308163528258,0
chr7,137000001,138000000,7q,0.401497,0.982736250940834,43
chr7,138000001,139000000,7q,0.424241,0.973244143506849,0
chr7,139000001,140000000,7q,0.436218,0.98286635865584,0
chr7,140000001,141000000,7q,0.433619,0.958477893870903,0
chr7,141000001,142000000,7q,0.406872,0.968619904019053,4068
chr7,142000001,143000000,7q,0.381369,0.974581681353683,2493
chr7,143000001,144000000,7q,0.386886,0.755023936031451,113
chr7,144000001,145000000,7q,0.382576,0.937676839835563,0
chr7,145000001,146000000,7q,0.359183,0.953803541101665,0
chr7,146000001,147000000,7q,0.359222,0.969372508924601,0
chr7,147000001,148000000,7q,0.387061,0.976221790676057,0
chr7,148000001,149000000,7q,0.444536,0.973089899977895,0
chr7,149000001,150000000,7q,0.453837,0.833845050803161,0
chr7,150000001,151000000,7q,0.480646,0.96269639330678,0
chr7,151000001,152000000,7q,0.45204,0.967009862315074,0
chr7,152000001,153000000,7q,0.437328,0.937972241292103,0
chr7,153000001,154000000,7q,0.420843,0.863409479777422,0
chr7,154000001,155000000,7q,0.397097,0.985762604341044,0
chr7,155000001,156000000,7q,0.486091,0.984270967651343,0
chr7,156000001,157000000,7q,0.435368,0.975649008640151,0
chr7,157000001,158000000,7q,0.508016,0.963981373406376,157
chr7,158000001,159000000,7q,0.479412,0.962751962207408,917
chr8,1000001,2000000,8p,0.482049,0.944471646665873,0
chr8,2000001,3000000,8p,0.413784,0.960177619331304,0
chr8,3000001,4000000,8p,0.38848,0.974904141205136,0
chr8,4000001,5000000,8p,0.378365,0.988275369077642,0
chr8,5000001,6000000,8p,0.382226,0.976765150742112,0
chr8,6000001,7000000,8p,0.436256,0.927192623027729,31
chr8,7000001,8000000,8p,0.431778,0.355201350128213,0
chr8,8000001,9000000,8p,0.430499,0.929757116870449,0
chr8,9000001,10000000,8p,0.41766,0.974051237311552,0
chr8,10000001,11000000,8p,0.460135,0.982236270008845,0
chr8,11000001,12000000,8p,0.451971,0.913220979082327,0
chr8,12000001,13000000,8p,0.409135,0.70107884339048,0
chr8,13000001,14000000,8p,0.369461,0.981229629145991,0
chr8,14000001,15000000,8p,0.352798,0.97612728753855,0
chr8,15000001,16000000,8p,0.37246,0.975213416232713,0
chr8,16000001,17000000,8p,0.362917,0.970531232115589,50
chr8,17000001,18000000,8p,0.397,0.991612926979556,178
chr8,18000001,19000000,8p,0.397637,0.986058803427633,0
chr8,19000001,20000000,8p,0.414201,0.982952581387331,578
chr8,20000001,21000000,8p,0.437823,0.989492143937968,0
chr8,21000001,22000000,8p,0.466288,0.985424575112942,335
chr8,22000001,23000000,8p,0.479567,0.990596408374259,0
chr8,23000001,24000000,8p,0.43029,0.97798413127539,0
chr8,24000001,25000000,8p,0.384116,0.971244342995271,0
chr8,25000001,26000000,8p,0.415577,0.976317926200436,0
chr8,26000001,27000000,8p,0.416279,0.973360481421457,0
chr8,27000001,28000000,8p,0.447824,0.988611578941953,0
chr8,28000001,29000000,8p,0.421745,0.982438494279217,0
chr8,29000001,30000000,8p,0.425658,0.983181847596208,37
chr8,30000001,31000000,8p,0.411886,0.984588185416976,0
chr8,31000001,32000000,8p,0.380144,0.963900370737828,0
chr8,32000001,33000000,8p,0.382263,0.986132999733202,174
chr8,33000001,34000000,8p,0.411254,0.968517526891474,0
chr8,34000001,35000000,8p,0.372326,0.976512956203517,0
chr8,35000001,36000000,8p,0.384686,0.97568666538407,0
chr8,36000001,37000000,8p,0.386365,0.967346211043797,0
chr8,37000001,38000000,8p,0.458611,0.984257816336309,0
chr8,38000001,39000000,8p,0.433692,0.985327364764032,0
chr8,39000001,40000000,8p,0.370386,0.972237993888798,0
chr8,40000001,41000000,8p,0.410121,0.972461923349772,0
chr8,41000001,42000000,8p,0.452072,0.982717408502723,0
chr8,42000001,43000000,8p,0.440599,0.976030941859154,0
chr8,47000001,48000000,8q,0.440969,0.948385428921593,257532
